2022-03-15,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",569.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,,-88.0,-139.0,315.0,623.0,-105.0,-139.0,775.0,-79.0,-120.0,2308.0,1045.0,1100.0,410.0,1522.0,2551.0,50.0,4918.0,6011.0,18.0,5313.0,6181.0,4606.0,0.0,2341.0,0.0,205.0,0.0,0.0,1248.0,841.0,0.0,756.0,50380.0,519.0,1569.0,1870.0,372.0,461.0,484.0,1142.0,566.0,771.0,781.0,1150.0,1339.0,346.0,1801.0,2043.0,103.0,15.0,5.0,2.0,556.0,537.0,2503.0,105.0,664.0,95.0,119.0,130.0,320.0,190.0,154.0,64.0,54.0,43.0,69.0,144.0,1.0,34.0,45.0,13.0,-21.0,3.0,0.0,30.0,1.0,13.0,2.0,-31.0,0.0,0.0,35.0,0.0,-1.0,1048.0,0.0,0.0,833.0,0.0,0.0,425.0,16.0,0.0,0.0,49.0,220.0,879.0,525.0,988.0,0.0,11094.0,8902.0,1677.0,2784.0,11761.0,12586.0,5431.0,1500.0,5091.0,6094.0,7856.0,1807.0,1626.0,852.0,847.0,5988.0,599.0,3832.0,1377.0,404.0,423.0,576.0,283.0,686.0,102.0,970.0,1512.0,15.0,5.0,1715.0,2211.0,-114.0,1547.0,73336.0,652.0,1173.0,402.0,1945.0,1236.0,3232.0,179.0,-130.0,-96.0,3909.0,4713.0,4962.0,,3037.0,4745.0,1195.0,,559.0,0.0,0.0,0.0,0.0,0.0,82.0,-130.0,-85.0,9.0,-111.0,,0.0,0.0,0.0,91617.0,0.0,666.0,464.0,1490.0,390.0,1685.0,1494.0,514.0,805.0,1030.0,
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",569.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9027777777777778,,-78.0,-139.0,14599.0,23320.0,-105.0,-139.0,35790.0,-73.0,-106.0,77018.0,75990.0,38594.0,19666.0,143976.0,166773.0,5464.0,254129.0,313272.0,2129.0,268149.0,226650.0,145136.0,552.0,65794.0,142.0,11019.0,58.0,8.0,17222.0,16844.0,7.0,18433.0,163935.0,18492.0,23260.0,23643.0,20841.0,21572.0,21143.0,50104.0,20186.0,37005.0,27558.0,38458.0,41359.0,19466.0,58147.0,75405.0,6878.0,2037.0,399.0,119.0,34359.0,36354.0,2102.0,2206.0,27022.0,2477.0,3972.0,4311.0,23691.0,7128.0,20176.0,10210.0,24336.0,12517.0,10871.0,11171.0,1.0,11755.0,63.0,25.0,-39.0,11565.0,3437.0,35.0,1261.0,11.0,518.0,-44.0,33.0,5.0,38.0,0.0,12.0,37194.0,0.0,1.0,26776.0,0.0,0.0,17148.0,16311.0,0.0,58.0,25687.0,34136.0,81024.0,54477.0,104994.0,108.0,64573.0,33024.0,162375.0,205272.0,28607.0,20159.0,17657.0,20219.0,235953.0,283717.0,258658.0,22980.0,20355.0,15420.0,17650.0,163235.0,20560.0,101732.0,43541.0,19068.0,21229.0,23048.0,16434.0,24898.0,6635.0,35807.0,48157.0,1575.0,234.0,54351.0,77343.0,-107.0,61285.0,90414.0,33490.0,17727.0,21054.0,29836.0,21096.0,41879.0,4275.0,-130.0,-86.0,71082.0,107775.0,120002.0,,109853.0,136695.0,58483.0,,31619.0,6.0,0.0,0.0,0.0,0.0,11673.0,-130.0,-84.0,2965.0,-105.0,,750.0,163.0,65.0,474997.0,10.0,14095.0,15030.0,33351.0,11827.0,44989.0,51646.0,15540.0,21463.0,26457.0,
2022-03-12,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",569.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.6944444444444444,,-82.0,-139.0,832.0,2878.0,-104.0,-139.0,3080.0,-75.0,-106.0,8125.0,6485.0,10392.0,2468.0,15094.0,16694.0,443.0,26617.0,30679.0,160.0,29394.0,27524.0,17181.0,31.0,18033.0,12.0,1262.0,3.0,0.0,1640.0,2164.0,0.0,2280.0,11587.0,2293.0,1665.0,1535.0,2979.0,2826.0,3737.0,4324.0,3709.0,2550.0,3574.0,3894.0,3901.0,682.0,5316.0,5097.0,158.0,81.0,21.0,14.0,1631.0,871.0,57.0,37.0,995.0,106.0,208.0,406.0,619.0,851.0,358.0,1225.0,832.0,781.0,2499.0,1962.0,1.0,683.0,63.0,21.0,-31.0,319.0,222.0,30.0,47.0,13.0,46.0,-34.0,5.0,23.0,36.0,3.0,13.0,1876.0,0.0,0.0,3908.0,0.0,0.0,2145.0,448.0,0.0,14.0,737.0,1358.0,4681.0,3514.0,6195.0,0.0,5787.0,1714.0,13316.0,19268.0,1292.0,975.0,1288.0,1521.0,23135.0,30490.0,37760.0,1558.0,1687.0,1874.0,2237.0,26909.0,2385.0,20539.0,12892.0,2593.0,3402.0,4127.0,5942.0,3521.0,850.0,3915.0,4459.0,143.0,19.0,4776.0,5915.0,-114.0,5333.0,465620.0,2290.0,8631.0,552.0,12209.0,4432.0,17845.0,572.0,-130.0,-90.0,23082.0,28417.0,24307.0,,19609.0,18027.0,10970.0,,3322.0,0.0,0.0,0.0,0.0,0.0,782.0,-130.0,-85.0,201.0,-115.0,,34.0,15.0,4.0,589322.0,0.0,2748.0,3629.0,4087.0,4098.0,4648.0,4175.0,4136.0,3564.0,3556.0,
2022-03-19,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05",86755.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.2777777777777778,,-88.0,-139.0,466.0,992.0,-103.0,-139.0,1617.0,-81.0,-105.0,3370.0,3423.0,5316.0,980.0,7349.0,9897.0,373.0,14590.0,15479.0,62.0,20479.0,24085.0,33895.0,0.0,9837.0,0.0,4632.0,0.0,0.0,1952.0,1854.0,0.0,1831.0,4361.0,2155.0,1220.0,723.0,3605.0,2042.0,6072.0,715.0,6037.0,221.0,5551.0,5190.0,4398.0,66.0,3766.0,2232.0,21.0,6.0,1.0,0.0,1309.0,2115.0,4.0,29.0,640.0,48.0,146.0,315.0,423.0,167.0,235.0,170.0,182.0,23.0,374.0,2005.0,1.0,7.0,45.0,20.0,-27.0,0.0,4.0,28.0,41.0,11.0,3.0,-25.0,0.0,0.0,34.0,0.0,13.0,2150.0,0.0,0.0,1748.0,0.0,0.0,773.0,793.0,0.0,0.0,1779.0,2425.0,7920.0,4266.0,11280.0,0.0,2835.0,476.0,15112.0,18605.0,311.0,389.0,748.0,1101.0,17971.0,20884.0,19210.0,1592.0,1689.0,1802.0,2066.0,12873.0,2661.0,10032.0,3448.0,2954.0,4604.0,6021.0,709.0,5249.0,192.0,5047.0,4489.0,40.0,0.0,3663.0,2670.0,-111.0,1281.0,103253.0,255.0,8253.0,74.0,9006.0,2879.0,8402.0,383.0,-130.0,-93.0,11607.0,15447.0,18948.0,,13206.0,22568.0,5763.0,,1835.0,0.0,0.0,0.0,0.0,0.0,528.0,-130.0,-92.0,163.0,-116.0,,13.0,1.0,0.0,177876.0,0.0,1295.0,3572.0,4868.0,6831.0,3059.0,1991.0,7056.0,6085.0,5168.0,
2022-03-19,"MRBTS-5079,LNBTS-5079,LNCEL-1,MCC-619,MNC-05",86751.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.2777777777777778,,-84.0,-137.0,2385.0,3968.0,-107.0,-139.0,5376.0,-78.0,-107.0,6581.0,12478.0,616.0,257.0,25749.0,33105.0,88.0,38874.0,41592.0,29.0,19962.0,13975.0,5371.0,8.0,2722.0,3.0,1628.0,0.0,0.0,3192.0,3610.0,0.0,9563.0,13822.0,5716.0,1341.0,2179.0,6480.0,1997.0,6295.0,1893.0,6013.0,712.0,6602.0,6974.0,6834.0,323.0,5289.0,6756.0,37.0,14.0,1.0,1.0,1316.0,1597.0,75.0,35.0,1614.0,36.0,245.0,263.0,1568.0,315.0,1538.0,461.0,1673.0,468.0,1215.0,1325.0,1.0,147.0,48.0,24.0,-32.0,358.0,259.0,26.0,204.0,2.0,51.0,-38.0,19.0,2.0,34.0,0.0,9.0,9813.0,0.0,0.0,10030.0,0.0,0.0,11504.0,15167.0,0.0,0.0,18832.0,18678.0,22703.0,21175.0,21018.0,0.0,12331.0,1612.0,21335.0,17299.0,1013.0,1540.0,2369.0,3147.0,11030.0,7478.0,4058.0,4602.0,5417.0,4867.0,5109.0,1907.0,5375.0,762.0,295.0,5114.0,5994.0,6482.0,48.0,5826.0,7.0,6371.0,5866.0,0.0,0.0,4105.0,3810.0,-112.0,2095.0,63432.0,492.0,11356.0,110.0,17263.0,4950.0,20609.0,796.0,-130.0,-91.0,27906.0,33226.0,24665.0,,4933.0,13193.0,1592.0,,627.0,0.0,0.0,0.0,0.0,0.0,115.0,-130.0,-86.0,50.0,-111.0,,22.0,5.0,1.0,158545.0,0.0,3041.0,5251.0,6258.0,5334.0,5223.0,4493.0,7164.0,11380.0,6514.0,
2022-03-19,"MRBTS-5079,LNBTS-5079,LNCEL-2,MCC-619,MNC-05",86753.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.2777777777777778,,-86.0,-139.0,1932.0,6924.0,-105.0,-139.0,8463.0,-75.0,-107.0,9874.0,16893.0,14481.0,3030.0,25132.0,28802.0,1041.0,43486.0,52417.0,1848.0,31722.0,18036.0,20804.0,3173.0,13105.0,0.0,3064.0,0.0,0.0,2103.0,2019.0,0.0,2973.0,22626.0,3200.0,3180.0,2506.0,5052.0,2869.0,6895.0,3155.0,7534.0,877.0,10643.0,11654.0,8617.0,533.0,7226.0,5212.0,240.0,130.0,7.0,8.0,4374.0,3816.0,346.0,100.0,1946.0,239.0,430.0,418.0,805.0,423.0,509.0,1951.0,1664.0,409.0,1418.0,3179.0,1.0,331.0,44.0,22.0,-33.0,1157.0,68.0,28.0,70.0,7.0,5.0,-28.0,0.0,0.0,36.0,0.0,12.0,7889.0,0.0,0.0,7612.0,0.0,0.0,7752.0,11441.0,0.0,0.0,14938.0,10846.0,21982.0,15903.0,24865.0,0.0,9706.0,3009.0,31403.0,32307.0,3379.0,3521.0,2693.0,2576.0,27526.0,27535.0,21412.0,2915.0,2538.0,2211.0,2671.0,11992.0,3600.0,13031.0,9784.0,4112.0,5974.0,7666.0,2487.0,8321.0,419.0,10699.0,10746.0,39.0,0.0,7643.0,6167.0,-107.0,4203.0,75569.0,1268.0,7740.0,772.0,9477.0,5008.0,11925.0,657.0,-130.0,-92.0,18328.0,21753.0,17519.0,,15945.0,18564.0,11584.0,,4314.0,0.0,0.0,0.0,0.0,0.0,1292.0,-130.0,-89.0,2069.0,-111.0,,2866.0,52.0,0.0,154474.0,0.0,2762.0,4998.0,8905.0,5663.0,6844.0,4247.0,7318.0,9021.0,9047.0,
2022-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-31,MCC-619,MNC-05",567.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4861111111111111,,-91.0,-138.0,39.0,293.0,-105.0,-139.0,2970.0,-84.0,-97.0,984.0,2062.0,618.0,60.0,4943.0,5138.0,1.0,6760.0,5864.0,0.0,4467.0,8972.0,6138.0,0.0,3399.0,0.0,303.0,0.0,0.0,180.0,280.0,0.0,338.0,612.0,481.0,75.0,156.0,600.0,105.0,1058.0,995.0,878.0,507.0,1553.0,2521.0,8415.0,600.0,11341.0,6595.0,4.0,0.0,0.0,0.0,178.0,181.0,9.0,11.0,742.0,19.0,21.0,20.0,35.0,41.0,65.0,67.0,224.0,254.0,271.0,173.0,1.0,727.0,63.0,26.0,-19.0,26.0,2.0,25.0,0.0,13.0,0.0,-42.0,0.0,0.0,32.0,0.0,22.0,166.0,0.0,0.0,635.0,0.0,0.0,432.0,55.0,0.0,18.0,41.0,36.0,2267.0,244.0,1864.0,0.0,307.0,22.0,4653.0,5107.0,13.0,60.0,182.0,72.0,6190.0,6075.0,6713.0,102.0,210.0,221.0,327.0,6381.0,435.0,7214.0,4126.0,520.0,894.0,1048.0,507.0,1309.0,2.0,1834.0,6589.0,0.0,0.0,12482.0,7945.0,-119.0,1548.0,316277.0,551.0,4656.0,518.0,4520.0,1018.0,5747.0,126.0,-130.0,-99.0,4962.0,4613.0,6904.0,,5068.0,6470.0,593.0,,169.0,0.0,0.0,0.0,0.0,0.0,11.0,-130.0,-87.0,0.0,-106.0,,0.0,0.0,0.0,323841.0,0.0,456.0,828.0,862.0,1113.0,1320.0,1090.0,1236.0,1491.0,807.0,
2022-03-17,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",555.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-89.0,-139.0,7.0,84.0,-106.0,-139.0,636.0,-83.0,-105.0,1437.0,5057.0,1523.0,1291.0,6473.0,6551.0,506.0,5742.0,11504.0,20.0,6889.0,1319.0,1500.0,0.0,446.0,0.0,273.0,0.0,0.0,706.0,858.0,0.0,844.0,1607.0,616.0,559.0,471.0,571.0,148.0,583.0,476.0,560.0,65.0,778.0,1019.0,1203.0,13.0,1669.0,1859.0,5.0,4.0,0.0,0.0,27.0,831.0,28.0,19.0,38.0,41.0,149.0,246.0,9.0,53.0,12.0,68.0,81.0,5.0,282.0,118.0,1.0,0.0,34.0,18.0,-20.0,0.0,0.0,26.0,0.0,11.0,0.0,-20.0,0.0,0.0,34.0,0.0,14.0,296.0,0.0,0.0,783.0,0.0,0.0,370.0,143.0,0.0,0.0,343.0,397.0,1297.0,373.0,4090.0,0.0,780.0,142.0,6159.0,7023.0,109.0,136.0,311.0,375.0,5266.0,8765.0,8433.0,583.0,555.0,893.0,748.0,2384.0,804.0,1904.0,2166.0,573.0,514.0,630.0,547.0,720.0,246.0,900.0,1221.0,0.0,0.0,1495.0,2232.0,-118.0,707.0,261414.0,22.0,4157.0,16.0,5115.0,1527.0,4202.0,97.0,-130.0,-97.0,9608.0,7690.0,2021.0,,518.0,1837.0,1492.0,,1197.0,0.0,0.0,0.0,0.0,0.0,722.0,-130.0,-96.0,24.0,-122.0,,0.0,0.0,0.0,290238.0,0.0,1041.0,546.0,1285.0,574.0,1461.0,1219.0,890.0,1172.0,1216.0,
2022-03-12,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",555.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,,-87.0,-139.0,311.0,184.0,-105.0,-139.0,500.0,-72.0,-114.0,3781.0,1944.0,890.0,19.0,2912.0,4762.0,21.0,5487.0,2977.0,3.0,4058.0,5659.0,10070.0,2.0,4202.0,0.0,141.0,0.0,0.0,1012.0,2539.0,0.0,1175.0,6689.0,962.0,1174.0,1126.0,1126.0,12.0,1085.0,363.0,977.0,316.0,888.0,342.0,150.0,6.0,107.0,134.0,6.0,36.0,45.0,51.0,9.0,4.0,42.0,53.0,5.0,523.0,377.0,222.0,328.0,235.0,123.0,1052.0,3.0,12.0,475.0,167.0,1.0,0.0,34.0,13.0,-21.0,0.0,0.0,24.0,0.0,11.0,0.0,-21.0,0.0,0.0,35.0,0.0,4.0,1413.0,0.0,0.0,1984.0,0.0,0.0,592.0,25.0,0.0,0.0,48.0,261.0,2105.0,952.0,2630.0,0.0,3219.0,737.0,2950.0,4258.0,601.0,862.0,932.0,1016.0,6194.0,7156.0,6270.0,1135.0,1145.0,1017.0,2576.0,4788.0,1065.0,3970.0,2154.0,1024.0,1110.0,1099.0,32.0,873.0,0.0,542.0,255.0,0.0,0.0,120.0,120.0,-122.0,474.0,795451.0,338.0,2541.0,49.0,4459.0,631.0,4053.0,192.0,-130.0,-94.0,2866.0,3626.0,4536.0,,5339.0,8656.0,1460.0,,37.0,0.0,0.0,0.0,0.0,0.0,21.0,-130.0,-85.0,3.0,-125.0,,2.0,0.0,0.0,824136.0,0.0,901.0,1014.0,222.0,942.0,163.0,198.0,3206.0,1237.0,331.0,
2022-03-17,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05",557.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-82.0,-139.0,2794.0,3194.0,-107.0,-139.0,5103.0,-73.0,-105.0,11047.0,12698.0,1782.0,816.0,24234.0,36019.0,527.0,45276.0,42219.0,351.0,32275.0,18597.0,10491.0,417.0,2560.0,442.0,3873.0,249.0,0.0,2240.0,3849.0,0.0,4878.0,16967.0,6342.0,598.0,892.0,9587.0,1893.0,13448.0,3629.0,14871.0,1527.0,14024.0,14433.0,12056.0,625.0,10343.0,9186.0,181.0,100.0,98.0,12.0,3062.0,2588.0,12.0,5.0,2290.0,22.0,230.0,304.0,1895.0,302.0,1351.0,548.0,386.0,326.0,1504.0,5970.0,2.0,184.0,49.0,21.0,-29.0,39.0,11.0,35.0,6.0,10.0,0.0,-34.0,196.0,1.0,39.0,0.0,14.0,4302.0,0.0,0.0,4469.0,0.0,0.0,3363.0,2682.0,0.0,0.0,3791.0,4412.0,10771.0,7175.0,14703.0,19.0,13992.0,1646.0,25685.0,35503.0,597.0,537.0,832.0,827.0,37481.0,37833.0,29427.0,1150.0,1966.0,3166.0,4630.0,15316.0,6172.0,8627.0,2978.0,7475.0,10574.0,14512.0,1356.0,13955.0,647.0,13566.0,13823.0,456.0,95.0,10993.0,9614.0,-111.0,6768.0,137177.0,2030.0,15497.0,1061.0,21245.0,12712.0,23508.0,950.0,-130.0,-90.0,29739.0,29168.0,18682.0,,6081.0,13627.0,2160.0,,1053.0,0.0,0.0,0.0,0.0,0.0,615.0,-130.0,-86.0,330.0,-111.0,,433.0,534.0,146.0,201366.0,0.0,4371.0,7976.0,10678.0,11658.0,9081.0,6890.0,15870.0,13525.0,11691.0,
2022-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-3,MCC-619,MNC-05",559.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-95.0,-139.0,93.0,1482.0,-111.0,-139.0,1575.0,-85.0,-117.0,888.0,3354.0,1.0,0.0,1897.0,1837.0,0.0,2745.0,1100.0,0.0,1140.0,322.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,869.0,785.0,0.0,474.0,6366.0,263.0,601.0,864.0,157.0,2.0,273.0,139.0,418.0,20.0,317.0,230.0,491.0,5.0,591.0,425.0,2.0,0.0,0.0,0.0,14.0,19.0,24.0,42.0,102.0,65.0,149.0,94.0,48.0,31.0,123.0,31.0,231.0,82.0,6.0,74.0,1.0,77.0,46.0,24.0,-19.0,109.0,65.0,20.0,2.0,7.0,0.0,-20.0,2.0,0.0,34.0,0.0,2.0,244.0,0.0,0.0,484.0,0.0,0.0,230.0,192.0,0.0,0.0,501.0,974.0,2102.0,621.0,1571.0,0.0,2648.0,2654.0,2559.0,1651.0,461.0,188.0,188.0,371.0,1674.0,2260.0,1000.0,633.0,875.0,868.0,712.0,371.0,422.0,6.0,0.0,240.0,187.0,318.0,0.0,420.0,0.0,264.0,336.0,0.0,0.0,488.0,640.0,-130.0,321.0,291379.0,44.0,1858.0,12.0,2024.0,650.0,1827.0,86.0,-130.0,-105.0,1424.0,1118.0,356.0,,1.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-95.0,0.0,-125.0,,0.0,0.0,0.0,296569.0,0.0,382.0,229.0,450.0,328.0,481.0,267.0,353.0,297.0,405.0,
2022-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-11,MCC-619,MNC-05",571.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4861111111111111,,-82.0,-139.0,766.0,294.0,-107.0,-139.0,404.0,-75.0,-114.0,940.0,1366.0,219.0,91.0,991.0,1202.0,22.0,2213.0,1801.0,13.0,1683.0,1429.0,902.0,2.0,388.0,0.0,15.0,1.0,0.0,86.0,87.0,0.0,79.0,6635.0,75.0,520.0,153.0,89.0,45.0,136.0,662.0,101.0,494.0,208.0,363.0,409.0,233.0,588.0,765.0,263.0,73.0,31.0,59.0,24.0,49.0,20.0,4.0,76.0,100.0,15.0,19.0,63.0,11.0,68.0,11.0,64.0,59.0,14.0,11.0,2.0,38.0,63.0,25.0,-20.0,37.0,12.0,28.0,26.0,10.0,2.0,-29.0,0.0,0.0,36.0,0.0,4.0,161.0,0.0,0.0,399.0,0.0,0.0,249.0,137.0,0.0,7.0,248.0,625.0,502.0,523.0,1392.0,0.0,2623.0,2327.0,1259.0,1604.0,711.0,271.0,473.0,617.0,2005.0,1670.0,1763.0,232.0,122.0,79.0,92.0,990.0,118.0,647.0,379.0,111.0,147.0,154.0,124.0,177.0,41.0,331.0,430.0,9.0,0.0,625.0,833.0,-125.0,758.0,349398.0,389.0,1072.0,489.0,1398.0,628.0,1781.0,49.0,-130.0,-89.0,1613.0,1695.0,1268.0,,481.0,933.0,222.0,,92.0,0.0,0.0,0.0,0.0,0.0,29.0,-130.0,-87.0,8.0,-119.0,,7.0,0.0,0.0,355525.0,1.0,81.0,113.0,450.0,144.0,686.0,570.0,135.0,280.0,274.0,
