2022-03-17,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05",572.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-88.0,-139.0,2998.0,7667.0,-108.0,-139.0,11094.0,-74.0,-110.0,18825.0,20336.0,4523.0,2171.0,43321.0,48301.0,1023.0,47452.0,47128.0,15.0,26803.0,15003.0,10936.0,0.0,4678.0,0.0,1653.0,0.0,0.0,10146.0,9521.0,0.0,7914.0,36622.0,7092.0,9448.0,12570.0,8323.0,3421.0,9320.0,1795.0,9640.0,1251.0,10820.0,11388.0,10045.0,208.0,8790.0,5083.0,76.0,77.0,36.0,6.0,2995.0,1752.0,114.0,157.0,1514.0,325.0,424.0,845.0,1111.0,1805.0,697.0,1043.0,523.0,325.0,2516.0,3946.0,1.0,1767.0,47.0,21.0,-35.0,24.0,122.0,27.0,675.0,6.0,166.0,-38.0,2.0,0.0,38.0,0.0,7.0,11076.0,0.0,0.0,8327.0,0.0,0.0,6630.0,7607.0,0.0,0.0,12646.0,16905.0,28219.0,22710.0,30830.0,0.0,25063.0,4897.0,38056.0,39723.0,4060.0,5415.0,6919.0,7407.0,29736.0,25022.0,17456.0,9716.0,10320.0,8392.0,8478.0,8535.0,8232.0,5549.0,2429.0,7665.0,8839.0,9519.0,703.0,8812.0,109.0,9643.0,9439.0,6.0,0.0,7307.0,5910.0,-112.0,2748.0,120619.0,821.0,20413.0,569.0,26202.0,12718.0,26990.0,1782.0,-130.0,-96.0,32234.0,27591.0,18040.0,,7095.0,13115.0,4184.0,,2624.0,0.0,0.0,0.0,0.0,0.0,860.0,-130.0,-87.0,28.0,-113.0,,0.0,0.0,0.0,219149.0,0.0,8570.0,6678.0,9768.0,7850.0,8446.0,4501.0,10730.0,10992.0,9451.0,
2022-03-17,"MRBTS-5090,LNBTS-5090,LNCEL-31,MCC-619,MNC-05",568.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-94.0,-139.0,380.0,129.0,-108.0,-139.0,121.0,-81.0,-116.0,3193.0,592.0,28.0,0.0,3056.0,3582.0,0.0,12681.0,8598.0,0.0,2447.0,1457.0,568.0,0.0,53.0,0.0,57.0,0.0,0.0,226.0,574.0,0.0,738.0,11992.0,533.0,337.0,274.0,877.0,305.0,785.0,664.0,702.0,504.0,709.0,863.0,668.0,81.0,632.0,834.0,7.0,5.0,3.0,0.0,208.0,304.0,17.0,102.0,176.0,377.0,14.0,24.0,148.0,48.0,35.0,108.0,28.0,7.0,48.0,66.0,2.0,0.0,34.0,17.0,-21.0,0.0,0.0,25.0,0.0,10.0,0.0,-21.0,0.0,0.0,31.0,0.0,3.0,557.0,0.0,0.0,389.0,0.0,0.0,321.0,737.0,0.0,0.0,957.0,499.0,456.0,426.0,1331.0,0.0,3930.0,2964.0,2626.0,4670.0,2780.0,1709.0,475.0,356.0,8571.0,9254.0,4287.0,289.0,209.0,405.0,700.0,1259.0,625.0,430.0,109.0,727.0,813.0,824.0,5.0,659.0,1.0,815.0,851.0,0.0,0.0,647.0,1108.0,-123.0,857.0,269328.0,262.0,2778.0,3.0,5053.0,943.0,8832.0,76.0,-130.0,-101.0,8246.0,3102.0,1852.0,,85.0,693.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-93.0,0.0,-122.0,,0.0,0.0,0.0,291573.0,0.0,687.0,1303.0,635.0,958.0,1150.0,850.0,777.0,546.0,712.0,
2022-03-17,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",537.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-93.0,-139.0,309.0,2057.0,-112.0,-139.0,4263.0,-78.0,-109.0,786.0,3422.0,9.0,4.0,5432.0,1993.0,0.0,1198.0,591.0,0.0,172.0,27.0,29.0,0.0,20.0,0.0,2.0,0.0,0.0,226.0,122.0,0.0,36.0,3031.0,17.0,233.0,400.0,51.0,5.0,170.0,543.0,373.0,346.0,562.0,447.0,512.0,66.0,822.0,754.0,81.0,36.0,3.0,1.0,2.0,0.0,0.0,0.0,9.0,8.0,8.0,67.0,52.0,6.0,76.0,0.0,763.0,2.0,0.0,0.0,5.0,12.0,62.0,38.0,-20.0,23.0,8.0,25.0,11.0,7.0,6.0,-20.0,32.0,12.0,36.0,8.0,10.0,303.0,14.0,77.0,282.0,53.0,222.0,127.0,2.0,45.0,15.0,8.0,113.0,2409.0,402.0,4441.0,0.0,1032.0,617.0,3606.0,5455.0,635.0,455.0,249.0,181.0,1656.0,892.0,409.0,229.0,330.0,197.0,99.0,141.0,46.0,30.0,23.0,57.0,101.0,192.0,9.0,382.0,4.0,614.0,465.0,0.0,0.0,564.0,785.0,-130.0,842.0,290456.0,503.0,4632.0,257.0,2659.0,877.0,1235.0,77.0,-130.0,-101.0,694.0,232.0,36.0,,17.0,22.0,12.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-90.0,0.0,-121.0,,0.0,0.0,0.0,295245.0,0.0,25.0,134.0,651.0,192.0,680.0,602.0,492.0,542.0,421.0,
2022-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-3,MCC-619,MNC-05",540.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4861111111111111,,-75.0,-139.0,4779.0,9503.0,-105.0,-139.0,17212.0,-78.0,-110.0,16883.0,23967.0,1372.0,1130.0,35192.0,34905.0,2988.0,42719.0,35483.0,1257.0,19909.0,11715.0,10681.0,4897.0,5753.0,9670.0,1622.0,3978.0,4381.0,3373.0,4703.0,12681.0,5497.0,64912.0,5505.0,17122.0,9634.0,6807.0,3174.0,9281.0,4507.0,9045.0,6617.0,11874.0,14174.0,12866.0,4306.0,11383.0,7978.0,1167.0,851.0,40.0,3.0,2214.0,2758.0,422.0,355.0,6272.0,185.0,461.0,468.0,7904.0,865.0,1103.0,1517.0,729.0,610.0,2188.0,2514.0,1.0,494.0,45.0,23.0,-36.0,113.0,120.0,38.0,139.0,11.0,5.0,-31.0,0.0,0.0,38.0,0.0,8.0,7252.0,0.0,0.0,7145.0,0.0,0.0,4165.0,3307.0,0.0,0.0,6481.0,8839.0,22354.0,14577.0,23971.0,18675.0,31951.0,11147.0,31550.0,35675.0,5901.0,5117.0,8466.0,12702.0,32878.0,31485.0,18292.0,14388.0,6003.0,3882.0,5049.0,10386.0,6150.0,6603.0,5456.0,6090.0,8250.0,10313.0,2564.0,10756.0,5308.0,13034.0,13854.0,6681.0,7411.0,11497.0,8875.0,-98.0,5525.0,181663.0,5269.0,16678.0,7426.0,20993.0,12425.0,23013.0,1603.0,-130.0,-83.0,24332.0,19411.0,11984.0,,8015.0,11148.0,1548.0,,1268.0,7157.0,4438.0,1177.0,0.0,0.0,2827.0,-130.0,-89.0,1309.0,-109.0,,3470.0,10546.0,4406.0,261934.0,4615.0,4450.0,6521.0,11297.0,7843.0,9742.0,6361.0,11001.0,11826.0,10759.0,
2022-03-17,"MRBTS-5089,LNBTS-5089,LNCEL-3,MCC-619,MNC-05",550.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-91.0,-138.0,316.0,878.0,-106.0,-139.0,2671.0,-80.0,-109.0,847.0,2572.0,40.0,170.0,2255.0,2480.0,5.0,5084.0,3208.0,0.0,5130.0,11609.0,178.0,0.0,100.0,0.0,38.0,0.0,0.0,636.0,834.0,0.0,707.0,3361.0,982.0,616.0,498.0,1195.0,50.0,933.0,1386.0,494.0,238.0,743.0,1111.0,885.0,22.0,435.0,580.0,43.0,11.0,7.0,0.0,40.0,765.0,35.0,19.0,475.0,6.0,28.0,37.0,64.0,331.0,68.0,301.0,39.0,65.0,16.0,50.0,2.0,129.0,46.0,22.0,-23.0,94.0,34.0,24.0,2.0,10.0,0.0,-26.0,1.0,0.0,35.0,0.0,9.0,405.0,0.0,0.0,434.0,0.0,0.0,609.0,930.0,0.0,0.0,1015.0,1069.0,2367.0,1573.0,2567.0,0.0,1901.0,539.0,2257.0,3419.0,462.0,462.0,278.0,434.0,4522.0,4868.0,7965.0,467.0,655.0,701.0,732.0,3354.0,962.0,106.0,53.0,980.0,964.0,795.0,30.0,603.0,0.0,963.0,1058.0,0.0,0.0,557.0,639.0,-120.0,1063.0,265432.0,423.0,2665.0,79.0,5181.0,1463.0,5263.0,119.0,-130.0,-99.0,3365.0,5683.0,11528.0,,99.0,551.0,51.0,,154.0,0.0,0.0,0.0,0.0,0.0,25.0,-130.0,-91.0,0.0,-121.0,,0.0,0.0,0.0,289968.0,0.0,1461.0,1273.0,598.0,1136.0,582.0,810.0,1136.0,1106.0,883.0,
2022-03-19,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",541.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,1.1111111111111112,,-84.0,-139.0,16353.0,19324.0,-107.5,-139.0,25273.0,-73.0,-117.5,101865.0,48258.0,17091.0,4497.0,73042.0,83355.0,938.0,118539.0,117886.0,357.0,108826.0,88321.0,56049.0,133.0,31776.0,13.0,4626.0,0.0,0.0,29721.0,25683.0,0.0,20861.0,392121.0,16079.0,58586.0,45115.0,17141.0,3657.0,17553.0,10607.0,15744.0,6624.0,19443.0,17375.0,15761.0,3069.0,17836.0,17326.0,1441.0,862.0,137.0,48.0,3770.0,2728.0,5218.0,5473.0,2437.0,7346.0,6384.0,5340.0,2503.0,4639.0,3252.0,5762.0,2042.0,1415.0,5474.0,4432.0,1.0,1452.0,63.0,15.0,-32.0,1142.0,559.0,31.0,240.0,10.0,98.0,-37.0,19.0,7.0,37.0,1.0,0.5,31356.0,0.0,0.0,36611.0,0.0,0.0,18383.0,6750.0,0.0,29.0,13001.0,17291.0,31498.0,20581.0,47613.0,1.0,144868.0,66087.0,72538.0,101185.0,54851.0,54042.0,62301.0,55659.0,114479.0,126255.0,119563.0,47375.0,35357.0,24793.0,21735.0,73899.0,18301.0,48204.0,23607.0,15635.0,17395.0,17639.0,7321.0,18610.0,1530.0,17257.0,19140.0,206.0,24.0,17568.0,18719.0,-110.5,12999.0,384132.0,5516.0,37520.0,3286.0,52681.0,18969.0,63777.0,5459.0,-130.0,-93.0,78475.0,89110.0,69842.0,,40231.0,58618.0,19108.0,,6504.0,0.0,0.0,0.0,0.0,0.0,1462.0,-130.0,-84.0,368.0,-111.5,,126.0,15.0,0.0,716118.0,0.0,20145.0,21315.0,17043.0,17640.0,17792.0,14842.0,17575.0,18132.0,15007.0,
2022-03-15,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",541.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,,-86.0,-139.0,616.0,686.0,-109.0,-139.0,1872.0,-79.0,-113.0,6094.0,3688.0,340.0,94.0,5153.0,5632.0,10.0,6816.0,5599.0,0.0,4433.0,7202.0,2161.0,1.0,946.0,0.0,290.0,0.0,0.0,1227.0,1316.0,0.0,1100.0,18563.0,1104.0,6921.0,1445.0,880.0,277.0,1143.0,1989.0,977.0,536.0,1397.0,1637.0,1778.0,181.0,1785.0,2411.0,65.0,23.0,7.0,3.0,380.0,210.0,1118.0,158.0,431.0,203.0,246.0,190.0,244.0,114.0,94.0,81.0,91.0,37.0,132.0,180.0,1.0,24.0,63.0,14.0,-24.0,17.0,19.0,27.0,17.0,9.0,3.0,-29.0,4.0,0.0,37.0,0.0,5.0,2911.0,0.0,0.0,2021.0,0.0,0.0,933.0,83.0,0.0,2.0,124.0,316.0,1388.0,835.0,2648.0,0.0,6493.0,1069.0,5345.0,6636.0,786.0,1221.0,5596.0,8583.0,6909.0,6029.0,6430.0,2558.0,1439.0,1189.0,1229.0,5384.0,1159.0,2725.0,479.0,892.0,1021.0,1108.0,123.0,1099.0,23.0,1676.0,1902.0,1.0,0.0,1793.0,2442.0,-115.0,2544.0,68899.0,576.0,3950.0,113.0,4786.0,1883.0,4713.0,457.0,-130.0,-94.0,4955.0,4780.0,6081.0,,1345.0,2844.0,368.0,,149.0,0.0,0.0,0.0,0.0,0.0,22.0,-130.0,-89.0,0.0,-111.0,,1.0,0.0,0.0,87092.0,0.0,1649.0,1115.0,1459.0,1097.0,1479.0,1508.0,925.0,1153.0,1225.0,
2022-03-12,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",541.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.6944444444444444,,-84.0,-139.0,3818.0,11416.0,-108.0,-139.0,12250.0,-73.0,-115.0,31021.0,34598.0,2738.0,558.0,59589.0,52332.0,245.0,72026.0,60071.0,389.0,43532.0,37487.0,29011.0,251.0,12818.0,41.0,3589.0,0.0,0.0,10943.0,10739.0,0.0,10098.0,95131.0,7723.0,28441.0,17742.0,8387.0,2946.0,10630.0,2632.0,10680.0,2342.0,9273.0,9992.0,6606.0,739.0,5998.0,3938.0,237.0,190.0,126.0,20.0,1557.0,1355.0,1601.0,1590.0,976.0,3251.0,2632.0,1841.0,739.0,2168.0,1752.0,2206.0,841.0,282.0,3592.0,3423.0,1.0,49.0,63.0,15.0,-28.0,18.0,4.0,32.0,13.0,11.0,21.0,-33.0,5.0,0.0,37.0,0.0,4.0,11258.0,0.0,0.0,11698.0,0.0,0.0,5691.0,650.0,0.0,2.0,1803.0,2968.0,16124.0,8495.0,24971.0,155.0,30449.0,9280.0,56103.0,59331.0,8471.0,11705.0,23665.0,29987.0,64595.0,65701.0,52415.0,20824.0,14147.0,10157.0,10326.0,34348.0,9174.0,31753.0,12704.0,7467.0,9398.0,11976.0,2605.0,9547.0,340.0,9292.0,9272.0,202.0,281.0,6110.0,4750.0,-113.0,3296.0,331833.0,2292.0,33788.0,1022.0,39710.0,8444.0,44772.0,2304.0,-130.0,-92.0,49503.0,45539.0,32821.0,,18777.0,30026.0,4376.0,,835.0,0.0,0.0,0.0,0.0,0.0,383.0,-130.0,-85.0,349.0,-115.0,,252.0,40.0,0.0,546078.0,0.0,8922.0,9346.0,6229.0,12841.0,4874.0,3560.0,14100.0,12547.0,8375.0,
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",541.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9027777777777778,,-68.0,-139.0,13996.0,23375.0,-105.0,-139.0,38261.0,-73.0,-114.0,127658.0,77658.0,35177.0,12912.0,133138.0,159561.0,6662.0,214636.0,257457.0,3490.0,219593.0,195390.0,138144.0,2817.0,74413.0,3368.0,16022.0,5314.0,7694.0,47760.0,46498.0,37440.0,46099.0,431043.0,36498.0,99579.0,72928.0,33864.0,13662.0,29225.0,32390.0,24853.0,20154.0,27851.0,32767.0,31962.0,9096.0,38386.0,43948.0,3777.0,1188.0,172.0,69.0,15260.0,13610.0,12375.0,7396.0,7400.0,14505.0,16427.0,15533.0,8158.0,15979.0,9787.0,18245.0,5889.0,5039.0,16686.0,26876.0,1.0,9007.0,63.0,18.0,-38.0,7572.0,4321.0,32.0,413.0,11.0,116.0,-38.0,31.0,4.0,38.0,4.0,4.0,57119.0,1.0,3.0,59730.0,0.0,0.0,29797.0,16044.0,0.0,29.0,21031.0,26195.0,64863.0,43118.0,88302.0,1419.0,169446.0,40480.0,134182.0,181521.0,45338.0,69864.0,95147.0,93733.0,191420.0,235102.0,227041.0,76362.0,56707.0,42042.0,45014.0,158402.0,42540.0,123548.0,56244.0,31592.0,29764.0,28868.0,16620.0,25880.0,23952.0,31454.0,36752.0,26236.0,6268.0,35568.0,45840.0,-96.0,39083.0,117884.0,18280.0,20379.0,10353.0,32269.0,26499.0,42850.0,9569.0,-130.0,-76.0,70121.0,98938.0,102748.0,,93737.0,116279.0,46552.0,,21168.0,10230.0,9557.0,8637.0,6064.0,2121.0,8133.0,-130.0,-85.0,3388.0,-107.0,,2753.0,3974.0,5178.0,506034.0,8004.0,37042.0,31344.0,27925.0,23190.0,30866.0,30873.0,22389.0,21828.0,22782.0,
2022-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-2,MCC-619,MNC-05",545.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,,-89.0,-139.0,1080.0,974.0,-107.0,-139.0,1887.0,-73.0,-109.0,13382.0,4233.0,4743.0,5599.0,11295.0,22817.0,627.0,31944.0,61110.0,9.0,14209.0,6564.0,4655.0,0.0,1714.0,0.0,1396.0,0.0,0.0,889.0,1028.0,0.0,1259.0,35672.0,2049.0,880.0,1673.0,4102.0,2418.0,7207.0,3491.0,8239.0,1308.0,10297.0,12622.0,9997.0,344.0,11013.0,10441.0,197.0,84.0,40.0,15.0,3640.0,2164.0,8.0,3.0,1314.0,1.0,100.0,25.0,441.0,73.0,410.0,404.0,179.0,478.0,570.0,1322.0,1.0,258.0,48.0,22.0,-31.0,131.0,48.0,29.0,8.0,9.0,14.0,-36.0,5.0,1.0,40.0,0.0,9.0,9104.0,0.0,0.0,3359.0,0.0,0.0,2102.0,1296.0,0.0,0.0,2290.0,4092.0,9062.0,5437.0,11524.0,0.0,31860.0,3167.0,16835.0,23795.0,1202.0,748.0,585.0,711.0,25019.0,32816.0,23534.0,1099.0,1589.0,1360.0,1930.0,6537.0,2368.0,5346.0,3231.0,3355.0,5328.0,7923.0,1178.0,8345.0,268.0,10495.0,11732.0,16.0,1.0,9231.0,10992.0,-112.0,6250.0,110580.0,1758.0,8877.0,819.0,16454.0,7402.0,20849.0,555.0,-130.0,-96.0,37617.0,18706.0,8469.0,,2754.0,5229.0,4653.0,,4789.0,0.0,0.0,0.0,0.0,0.0,978.0,-130.0,-85.0,25.0,-110.0,,0.0,0.0,0.0,167762.0,0.0,1252.0,3456.0,7941.0,4861.0,12249.0,9038.0,6882.0,9633.0,10250.0,
2022-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",549.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,,-94.0,-138.0,296.0,18.0,-108.0,-138.0,10.0,-85.0,-117.0,460.0,58.0,22.0,0.0,356.0,353.0,0.0,165.0,364.0,0.0,841.0,575.0,246.0,0.0,75.0,0.0,4.0,0.0,0.0,96.0,133.0,0.0,49.0,2489.0,82.0,158.0,192.0,111.0,4.0,108.0,24.0,85.0,44.0,117.0,164.0,126.0,46.0,250.0,251.0,2.0,0.0,0.0,0.0,1.0,1.0,27.0,8.0,0.0,8.0,12.0,7.0,0.0,10.0,0.0,19.0,0.0,0.0,9.0,18.0,1.0,0.0,24.0,11.0,-19.0,0.0,0.0,23.0,0.0,10.0,0.0,-20.0,0.0,0.0,31.0,0.0,2.0,95.0,0.0,0.0,147.0,0.0,0.0,45.0,1.0,0.0,0.0,82.0,341.0,8.0,63.0,52.0,0.0,1127.0,760.0,304.0,395.0,339.0,64.0,122.0,170.0,170.0,404.0,1066.0,166.0,148.0,111.0,86.0,444.0,80.0,185.0,33.0,75.0,127.0,83.0,4.0,102.0,0.0,134.0,184.0,0.0,0.0,216.0,301.0,-130.0,49.0,236997.0,79.0,284.0,4.0,400.0,212.0,184.0,20.0,-130.0,-102.0,250.0,966.0,547.0,,89.0,252.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-98.0,0.0,-130.0,,0.0,0.0,0.0,238440.0,0.0,173.0,149.0,349.0,108.0,170.0,2.0,139.0,226.0,128.0,
2022-03-17,"MRBTS-5084,LNBTS-5084,LNCEL-31,MCC-619,MNC-05",547.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,,-89.0,-135.0,88.0,1837.0,-107.0,-139.0,1756.0,-83.0,-110.0,486.0,1820.0,89.0,23.0,706.0,1439.0,7.0,2088.0,3921.0,5.0,2656.0,2614.0,1272.0,0.0,989.0,0.0,107.0,0.0,0.0,714.0,500.0,0.0,221.0,3406.0,331.0,323.0,728.0,596.0,70.0,745.0,287.0,371.0,407.0,497.0,613.0,800.0,67.0,515.0,510.0,5.0,1.0,0.0,0.0,16.0,54.0,32.0,153.0,17.0,158.0,43.0,28.0,6.0,85.0,2.0,71.0,6.0,1.0,8.0,17.0,1.0,1.0,37.0,11.0,-16.0,0.0,0.0,26.0,0.0,9.0,0.0,-20.0,0.0,0.0,34.0,0.0,9.0,99.0,0.0,0.0,361.0,0.0,0.0,211.0,140.0,0.0,0.0,40.0,503.0,2654.0,2052.0,1285.0,0.0,638.0,541.0,1354.0,1930.0,737.0,921.0,487.0,298.0,2757.0,3196.0,2369.0,447.0,888.0,561.0,300.0,1626.0,255.0,1068.0,134.0,465.0,743.0,557.0,8.0,427.0,9.0,609.0,853.0,0.0,0.0,625.0,516.0,-123.0,320.0,285077.0,344.0,434.0,105.0,1387.0,838.0,1742.0,69.0,-130.0,-97.0,2938.0,3412.0,2154.0,,1059.0,1614.0,138.0,,26.0,0.0,0.0,0.0,0.0,0.0,8.0,-130.0,-96.0,6.0,-123.0,,0.0,0.0,0.0,294065.0,0.0,248.0,794.0,668.0,985.0,560.0,205.0,503.0,580.0,705.0,
