unique_table_name,unique_counter_name,vendor,counter_name,table_name,table_id,counter_id,counter_name_alias,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper,Tech,MO Class,Size,suffex
3G_SccpSP,3G_SccpSP_pmNoOfLUDTSent,ericsson,pmNoOfLUDTSent,SccpSP,20000083,20002543,pmNoOfLUDTSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfLUDTSRec,ericsson,pmNoOfLUDTSRec,SccpSP,20000083,20002544,pmNoOfLUDTSRec,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfLUDTSSent,ericsson,pmNoOfLUDTSSent,SccpSP,20000083,20001242,pmNoOfLUDTSSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfRLSDRecFromNL,ericsson,pmNoOfRLSDRecFromNL,SccpSP,20000083,20001243,pmNoOfRLSDRecFromNL,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfRLSDSentToNL,ericsson,pmNoOfRLSDSentToNL,SccpSP,20000083,20001244,pmNoOfRLSDSentToNL,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfSubsysAllowedSent,ericsson,pmNoOfSubsysAllowedSent,SccpSP,20000083,20001245,pmNoOfSubsysAllowedSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfUDTSent,ericsson,pmNoOfUDTSent,SccpSP,20000083,20001247,pmNoOfUDTSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfUDTSRec,ericsson,pmNoOfUDTSRec,SccpSP,20000083,20001248,pmNoOfUDTSRec,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfUDTSSent,ericsson,pmNoOfUDTSSent,SccpSP,20000083,20001249,pmNoOfUDTSSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfXUDTRec,ericsson,pmNoOfXUDTRec,SccpSP,20000083,20001250,pmNoOfXUDTRec,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfXUDTSent,ericsson,pmNoOfXUDTSent,SccpSP,20000083,20001251,pmNoOfXUDTSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfXUDTSRec,ericsson,pmNoOfXUDTSRec,SccpSP,20000083,20001252,pmNoOfXUDTSRec,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_SccpSP,3G_SccpSP_pmNoOfXUDTSSent,ericsson,pmNoOfXUDTSSent,SccpSP,20000083,20001253,pmNoOfXUDTSSent,,#,sum,1.0,1.0,1402.0,,RNCSccpSP,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpAborted,ericsson,pmSctpAborted,Sctp,20000084,20001254,pmSctpAborted,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpActiveEstab,ericsson,pmSctpActiveEstab,Sctp,20000084,20001255,pmSctpActiveEstab,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpCurrEstab,ericsson,pmSctpCurrEstab,Sctp,20000084,20001256,pmSctpCurrEstab,,#,avg,1.0,1.0,1402.0,,RNCSctp,,,,,AVG,3G,,,
3G_Sctp,3G_Sctp_pmSctpInErrors,ericsson,pmSctpInErrors,Sctp,20000084,20001257,pmSctpInErrors,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpInNoPorts,ericsson,pmSctpInNoPorts,Sctp,20000084,20001258,pmSctpInNoPorts,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpPassiveEstab,ericsson,pmSctpPassiveEstab,Sctp,20000084,20001259,pmSctpPassiveEstab,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatAssocOutOfBlue,ericsson,pmSctpStatAssocOutOfBlue,Sctp,20000084,20001261,pmSctpStatAssocOutOfBlue,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatCommResume,ericsson,pmSctpStatCommResume,Sctp,20000084,20001262,pmSctpStatCommResume,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatCommStop,ericsson,pmSctpStatCommStop,Sctp,20000084,20001263,pmSctpStatCommStop,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatFragmentedUserMsg,ericsson,pmSctpStatFragmentedUserMsg,Sctp,20000084,20001264,pmSctpStatFragmentedUserMsg,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatOutOfOrderRecChunks,ericsson,pmSctpStatOutOfOrderRecChunks,Sctp,20000084,20001265,pmSctpStatOutOfOrderRecChunks,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatReassembledUserMsg,ericsson,pmSctpStatReassembledUserMsg,Sctp,20000084,20001266,pmSctpStatReassembledUserMsg,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatRecChunks,ericsson,pmSctpStatRecChunks,Sctp,20000084,20001267,pmSctpStatRecChunks,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatRecChunksDropped,ericsson,pmSctpStatRecChunksDropped,Sctp,20000084,20001268,pmSctpStatRecChunksDropped,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatReceivedPackages,ericsson,pmSctpStatReceivedPackages,Sctp,20000084,20001269,pmSctpStatReceivedPackages,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatRetransChunks,ericsson,pmSctpStatRetransChunks,Sctp,20000084,20001270,pmSctpStatRetransChunks,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatSentChunks,ericsson,pmSctpStatSentChunks,Sctp,20000084,20001271,pmSctpStatSentChunks,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatSentChunksDropped,ericsson,pmSctpStatSentChunksDropped,Sctp,20000084,20001272,pmSctpStatSentChunksDropped,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatSentControlChunks,ericsson,pmSctpStatSentControlChunks,Sctp,20000084,20001273,pmSctpStatSentControlChunks,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_Sctp,3G_Sctp_pmSctpStatSentPackages,ericsson,pmSctpStatSentPackages,Sctp,20000084,20001274,pmSctpStatSentPackages,,#,sum,1.0,1.0,1402.0,,RNCSctp,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmAborteds,ericsson,pmAborteds,sctpassociation,20000085,20001275,pmAborteds,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmCongestions,ericsson,pmCongestions,sctpassociation,20000085,20001276,pmCongestions,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInControlChunkAbnormal,ericsson,pmInControlChunkAbnormal,sctpassociation,20000085,20001277,pmInControlChunkAbnormal,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInControlChunkDiscards,ericsson,pmInControlChunkDiscards,sctpassociation,20000085,20001278,pmInControlChunkDiscards,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInControlChunks,ericsson,pmInControlChunks,sctpassociation,20000085,20001279,pmInControlChunks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInDataChunkAbnormal,ericsson,pmInDataChunkAbnormal,sctpassociation,20000085,20001280,pmInDataChunkAbnormal,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInDataChunkDiscards,ericsson,pmInDataChunkDiscards,sctpassociation,20000085,20001281,pmInDataChunkDiscards,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInDataChunks,ericsson,pmInDataChunks,sctpassociation,20000085,20001282,pmInDataChunks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInOctets,ericsson,pmInOctets,sctpassociation,20000085,20001283,pmInOctets,,byte,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmInPacks,ericsson,pmInPacks,sctpassociation,20000085,20001284,pmInPacks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutControlChunks,ericsson,pmOutControlChunks,sctpassociation,20000085,20001285,pmOutControlChunks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutDataChunkDiscards,ericsson,pmOutDataChunkDiscards,sctpassociation,20000085,20001286,pmOutDataChunkDiscards,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutDataChunks,ericsson,pmOutDataChunks,sctpassociation,20000085,20001287,pmOutDataChunks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutOctets,ericsson,pmOutOctets,sctpassociation,20000085,20001288,pmOutOctets,,byte,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutPacks,ericsson,pmOutPacks,sctpassociation,20000085,20001289,pmOutPacks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmOutUserMsgDiscards,ericsson,pmOutUserMsgDiscards,sctpassociation,20000085,20001290,pmOutUserMsgDiscards,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmPeerZeroWindows,ericsson,pmPeerZeroWindows,sctpassociation,20000085,20001291,pmPeerZeroWindows,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmRtxChunks,ericsson,pmRtxChunks,sctpassociation,20000085,20001292,pmRtxChunks,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmShutdowns,ericsson,pmShutdowns,sctpassociation,20000085,20001293,pmShutdowns,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmTimeCongested,ericsson,pmTimeCongested,sctpassociation,20000085,20001294,pmTimeCongested,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmTimePeerZeroWindow,ericsson,pmTimePeerZeroWindow,sctpassociation,20000085,20001295,pmTimePeerZeroWindow,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmTimeUnavail,ericsson,pmTimeUnavail,sctpassociation,20000085,20001296,pmTimeUnavail,,sec,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_sctpassociation,3G_sctpassociation_pmUnavailRetrans,ericsson,pmUnavailRetrans,sctpassociation,20000085,20001297,pmUnavailRetrans,,#,sum,1.0,1.0,1402.0,,RNCsctpassociation,,,,,SUM,3G,,,
3G_SecurityHandling,3G_SecurityHandling_pmIntegrityFailureRrcMsg,ericsson,pmIntegrityFailureRrcMsg,SecurityHandling,20000216,20002601,pmIntegrityFailureRrcMsg,,#,sum,1.0,1.0,1402.0,,RNCSecurityHandling,,,,,SUM,3G,,,
3G_Sts1SpeTtp,3G_Sts1SpeTtp_pmSesp,ericsson,pmSesp,Sts1SpeTtp,20000086,20001299,pmSesp,,sec,sum,1.0,1.0,1402.0,,RNCSts1SpeTtp,,,,,SUM,3G,,,
3G_Sts1SpeTtp,3G_Sts1SpeTtp_pmUasp,ericsson,pmUasp,Sts1SpeTtp,20000086,20001300,pmUasp,,sec,sum,1.0,1.0,1402.0,,RNCSts1SpeTtp,,,,,SUM,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmAverageFaultyMeasureRate,ericsson,pmAverageFaultyMeasureRate,SwitchInternalLinkPort,20000088,20001304,pmAverageFaultyMeasureRate,,%,avg,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,AVG,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmEgressDiscardsByOverload,ericsson,pmEgressDiscardsByOverload,SwitchInternalLinkPort,20000088,20001305,pmEgressDiscardsByOverload,,#,sum,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,SUM,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmEgressLoad,ericsson,pmEgressLoad,SwitchInternalLinkPort,20000088,20001306,pmEgressLoad,,%,avg,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,AVG,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmFaultyMeasureRate,ericsson,pmFaultyMeasureRate,SwitchInternalLinkPort,20000088,20001307,pmFaultyMeasureRate,,%,avg,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,AVG,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmIngressCorrupts15,ericsson,pmIngressCorrupts15,SwitchInternalLinkPort,20000088,20001308,pmIngressCorrupts15,,#,sum,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,SUM,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmIngressErrorsInLine15,ericsson,pmIngressErrorsInLine15,SwitchInternalLinkPort,20000088,20001309,pmIngressErrorsInLine15,,#,sum,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,SUM,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmIngressLoad,ericsson,pmIngressLoad,SwitchInternalLinkPort,20000088,20001310,pmIngressLoad,,%,avg,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,AVG,3G,,,
3G_SwitchInternalLinkPort,3G_SwitchInternalLinkPort_pmSeriouslyFaultyMeasureRate,ericsson,pmSeriouslyFaultyMeasureRate,SwitchInternalLinkPort,20000088,20001311,pmSeriouslyFaultyMeasureRate,,%,avg,1.0,1.0,1402.0,,RNCSwitchInternalLinkPort,,,,,AVG,3G,,,
3G_SwitchPortStp,3G_SwitchPortStp_pmReceivedBpdu,ericsson,pmReceivedBpdu,SwitchPortStp,20000089,20001312,pmReceivedBpdu,,#,sum,1.0,1.0,1402.0,,RNCSwitchPortStp,,,,,SUM,3G,,,
3G_SwitchPortStp,3G_SwitchPortStp_pmTransmittedBpdu,ericsson,pmTransmittedBpdu,SwitchPortStp,20000089,20001313,pmTransmittedBpdu,,#,sum,1.0,1.0,1402.0,,RNCSwitchPortStp,,,,,SUM,3G,,,
3G_SwitchStp,3G_SwitchStp_pmTopologyChanges,ericsson,pmTopologyChanges,SwitchStp,20000090,20001314,pmTopologyChanges,,#,sum,1.0,1.0,1402.0,,RNCSwitchStp,,,,,SUM,3G,,,
3G_Synchronization,3G_Synchronization_pmFreeRunningSec,ericsson,pmFreeRunningSec,Synchronization,20000091,20001315,pmFreeRunningSec,,sec,sum,1.0,1.0,1402.0,,RNCSynchronization,,,,,SUM,3G,,,
3G_Synchronization,3G_Synchronization_pmFreqHoldoverSec,ericsson,pmFreqHoldoverSec,Synchronization,20000091,20001316,pmFreqHoldoverSec,,sec,sum,1.0,1.0,1402.0,,RNCSynchronization,,,,,SUM,3G,,,
3G_UniSaalTp,3G_UniSaalTp_pmNoOfAllSLFailures,ericsson,pmNoOfAllSLFailures,UniSaalTp,20000096,20001339,pmNoOfAllSLFailures,,#,sum,1.0,1.0,1402.0,,RNCUniSaalTp,,,,,SUM,3G,,,
3G_Synchronization,3G_Synchronization_pmHDelayVarBest10Pct,ericsson,pmHDelayVarBest10Pct,Synchronization,20000091,20001317,pmHDelayVarBest10Pct,,microsec,avg,1.0,1.0,1402.0,,RNCSynchronization,,,,,AVG,3G,,,
3G_Synchronization,3G_Synchronization_pmHDelayVarBest1Pct,ericsson,pmHDelayVarBest1Pct,Synchronization,20000091,20001318,pmHDelayVarBest1Pct,,microsec,avg,1.0,1.0,1402.0,,RNCSynchronization,,,,,AVG,3G,,,
3G_Synchronization,3G_Synchronization_pmHDelayVarBest50Pct,ericsson,pmHDelayVarBest50Pct,Synchronization,20000091,20001319,pmHDelayVarBest50Pct,,microsec,avg,1.0,1.0,1402.0,,RNCSynchronization,,,,,AVG,3G,,,
3G_Synchronization,3G_Synchronization_pmMaxDelayVariation,ericsson,pmMaxDelayVariation,Synchronization,20000091,20001320,pmMaxDelayVariation,,microsec,max,1.0,1.0,1402.0,,RNCSynchronization,,,,,MAX,3G,,,
3G_Synchronization,3G_Synchronization_pmTimeFreeRunningSec,ericsson,pmTimeFreeRunningSec,Synchronization,20000091,20001321,pmTimeFreeRunningSec,,sec,sum,1.0,1.0,1402.0,,RNCSynchronization,,,,,SUM,3G,,,
3G_Synchronization,3G_Synchronization_pmTimeHoldoverSec,ericsson,pmTimeHoldoverSec,Synchronization,20000091,20001322,pmTimeHoldoverSec,,sec,sum,1.0,1.0,1402.0,,RNCSynchronization,,,,,SUM,3G,,,
3G_T1Ttp,3G_T1Ttp_pmSes,ericsson,pmSes,T1Ttp,20000093,20001327,pmSes,,sec,sum,1.0,1.0,1402.0,,RNCT1Ttp,,,,,SUM,3G,,,
3G_T1Ttp,3G_T1Ttp_pmUas,ericsson,pmUas,T1Ttp,20000093,20001328,pmUas,,sec,sum,1.0,1.0,1402.0,,RNCT1Ttp,,,,,SUM,3G,,,
3G_TrafficManagementQueue,3G_TrafficManagementQueue_pmQueueDroppedOctets,ericsson,pmQueueDroppedOctets,TrafficManagementQueue,20000094,20001329,pmQueueDroppedOctets,,byte,sum,1.0,1.0,1402.0,,RNCTrafficManagementQueue,,,,,SUM,3G,,,
3G_TrafficManagementQueue,3G_TrafficManagementQueue_pmQueueDroppedPackets,ericsson,pmQueueDroppedPackets,TrafficManagementQueue,20000094,20001330,pmQueueDroppedPackets,,packet,sum,1.0,1.0,1402.0,,RNCTrafficManagementQueue,,,,,SUM,3G,,,
3G_TrafficManagementQueue,3G_TrafficManagementQueue_pmQueueOutOctets,ericsson,pmQueueOutOctets,TrafficManagementQueue,20000094,20001331,pmQueueOutOctets,,byte,sum,1.0,1.0,1402.0,,RNCTrafficManagementQueue,,,,,SUM,3G,,,
3G_TrafficManagementQueue,3G_TrafficManagementQueue_pmQueueOutPackets,ericsson,pmQueueOutPackets,TrafficManagementQueue,20000094,20001332,pmQueueOutPackets,,packet,sum,1.0,1.0,1402.0,,RNCTrafficManagementQueue,,,,,SUM,3G,,,
3G_TwampResponder,3G_TwampResponder_pmTestInDiscards,ericsson,pmTestInDiscards,TwampResponder,20000095,20001333,pmTestInDiscards,,packet,sum,1.0,1.0,1402.0,,RNCTwampResponder,,,,,SUM,3G,,,
3G_TwampResponder,3G_TwampResponder_pmTestInErrors,ericsson,pmTestInErrors,TwampResponder,20000095,20001334,pmTestInErrors,,packet,sum,1.0,1.0,1402.0,,RNCTwampResponder,,,,,SUM,3G,,,
3G_TwampResponder,3G_TwampResponder_pmTestInReceives,ericsson,pmTestInReceives,TwampResponder,20000095,20001335,pmTestInReceives,,packet,sum,1.0,1.0,1402.0,,RNCTwampResponder,,,,,SUM,3G,,,
3G_TwampResponder,3G_TwampResponder_pmTestOutTransmits,ericsson,pmTestOutTransmits,TwampResponder,20000095,20001336,pmTestOutTransmits,,packet,sum,1.0,1.0,1402.0,,RNCTwampResponder,,,,,SUM,3G,,,
3G_TwampResponder,3G_TwampResponder_pmTestSessions,ericsson,pmTestSessions,TwampResponder,20000095,20001337,pmTestSessions,,#,sum,1.0,1.0,1402.0,,RNCTwampResponder,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmDlFachTrafficVolume,ericsson,pmDlFachTrafficVolume,UeRc,20000227,20002643,pmDlFachTrafficVolume,,kbit,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmFaultyTransportBlocksAcUl,ericsson,pmFaultyTransportBlocksAcUl,UeRc,20000227,20002644,pmFaultyTransportBlocksAcUl,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmNoRabEstablishAttempts,ericsson,pmNoRabEstablishAttempts,UeRc,20000227,20002645,pmNoRabEstablishAttempts,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmNoRabEstablishSuccess,ericsson,pmNoRabEstablishSuccess,UeRc,20000227,20002646,pmNoRabEstablishSuccess,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmNoRabReleaseAttempts,ericsson,pmNoRabReleaseAttempts,UeRc,20000227,20002647,pmNoRabReleaseAttempts,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmNoRabReleaseSuccess,ericsson,pmNoRabReleaseSuccess,UeRc,20000227,20002648,pmNoRabReleaseSuccess,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmNormalReleaseSource,ericsson,pmNormalReleaseSource,UeRc,20000227,20002649,pmNormalReleaseSource,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfAttSource,ericsson,pmReconfAttSource,UeRc,20000227,20002650,pmReconfAttSource,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfAttTarget,ericsson,pmReconfAttTarget,UeRc,20000227,20002651,pmReconfAttTarget,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfSuccSource,ericsson,pmReconfSuccSource,UeRc,20000227,20002652,pmReconfSuccSource,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfSuccTarget,ericsson,pmReconfSuccTarget,UeRc,20000227,20002653,pmReconfSuccTarget,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfSysRelSource,ericsson,pmReconfSysRelSource,UeRc,20000227,20002654,pmReconfSysRelSource,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmReconfSysRelTarget,ericsson,pmReconfSysRelTarget,UeRc,20000227,20002655,pmReconfSysRelTarget,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
3G_UeRc,3G_UeRc_pmSamplesRabEstablish,ericsson,pmSamplesRabEstablish,UeRc,20000227,20002656,pmSamplesRabEstablish,,#,sum,1.0,1.0,1402.0,,RNCUeRc,,,,,SUM,3G,,,
